Example_1_1_10.tst,A,20000,60
Example_1_1_8.tst,A,20000,60
Example_1_1_9.tst,A,20000,60
Example_1_2_12.tst,A,20000,60
Example_1_2_3.tst,A,20000,60
Example_1_3_13.tst,A,4974,60
Example_1_3_15.tst,A,548,60
Example_1_3_3.tst,A,1115,60
Example_1_4_9.tst,A,20000,60
Example_1_5_9.tst,A,20000,60
Example_1_6_13.tst,A,20000,60
Example_1_7_9.tst,A,20000,60
Example_1_8_1.tst,A,20000,60
Example_1_8_11.tst,A,20000,60
Example_1_8_13.tst,A,20000,60
Example_1_8_15.tst,A,10837,60
Example_1_8_18.tst,A,20000,60
Example_1_8_19.tst,A,5446,60
Example_1_8_2.tst,A,20000,60
Example_1_8_20.tst,A,5229,60
Example_1_8_4.tst,A,20000,60
Example_1_8_6.tst,A,20000,60
Example_1_8_7.tst,A,505,60
Example_1_8_9.tst,A,2102,60
Example_1_9_13.tst,A,20000,60
Example_1_9_20.tst,A,856,60
Example_1_9_22.tst,A,852,60
Example_1_9_23.tst,A,850,60
Example_1_9_24.tst,A,855,60
Example_1_9_25.tst,A,91,60
Example_1_9_28.tst,A,20000,60
Example_1_9_29.tst,A,10000,60
Example_1_9_3.tst,A,20000,60
Example_1_9_30.tst,A,834,60
Example_1_9_31.tst,A,758,60
Example_1_9_32.tst,A,825,60
Example_1_9_33.tst,A,20000,60
Example_1_9_34.tst,A,549,60
Example_2_1_12.tst,A,20000,60
Example_2_1_19.tst,A,20000,60
Example_2_1_23.tst,A,20000,60
Example_2_1_25.tst,A,17226,60
Example_2_1_33.tst,A,20000,60
Example_2_1_6.tst,A,20000,60
Example_2_1_9.tst,A,20000,60
Example_2_2_13.tst,A,20000,60
Example_2_3_11.tst,A,20000,60
Example_2_3_9.tst,A,20000,60
Example_2_4_12.tst,A,20000,60
Example_2_5_13.tst,A,20000,60
Example_2_5_3.tst,A,20000,60
Example_2_6_11.tst,A,7138,60
Example_2_6_15.tst,A,10000,60
Example_2_6_3.tst,A,20000,60
Example_2_7_14.tst,A,20000,60
Example_2_7_5.tst,A,20000,60
Example_2_7_9.tst,A,6331,60
Example_2_8_1.tst,A,20000,60
Example_2_8_2.tst,A,20000,60
Example_2_8_3.tst,A,20000,60
Example_2_8_4.tst,A,19553,60
Example_3_1_4.tst,A,6152,60
Example_3_1_6.tst,A,2467,60
Example_3_2_3.tst,A,281,60
Example_3_3_13.tst,A,20000,60
Example_3_3_8.tst,A,575,60
Example_3_4_5.tst,A,17644,60
Example_3_5_15.tst,A,955,60
Example_3_5_5.tst,A,20000,60
Example_3_5_9.tst,A,20000,60
Example_3_6_11.tst,A,1091,60
Example_3_6_9.tst,A,308,60
Example_4_2_5.tst,A,20000,60
Example_4_2_6.tst,A,6524,60
Example_4_3_2.tst,A,11079,60
Example_4_3_3.tst,A,3463,60
Example_4_4_3.tst,A,20000,60
Example_4_4_8.tst,A,11526,60
Example_4_5_3.tst,A,17264,60
Example_4_6_26.tst,A,687,60
Example_4_7_7.tst,A,539,60
Example_5_2_4.tst,A,10877,60
Example_5_5_11.tst,A,8238,60
Example_5_7_6.tst,A,349,60
Example_6_1_3.tst,A,20000,60
Example_6_2_10.tst,A,20000,60
Example_6_2_15.tst,A,20000,60
Example_6_2_4.tst,A,20000,60
Example_7_1_5.tst,A,4907,60
Example_7_2_6.tst,A,20000,60
Example_7_2_9.tst,A,20000,60
Example_7_3_12.tst,A,20000,60
Example_7_3_14.tst,A,18991,60
Example_7_3_17.tst,A,1741,60
Example_7_5_2.tst,A,4780,60
Example_7_6_17.tst,A,1984,60
Example_7_6_3.tst,A,20000,60
Example_7_7_8.tst,A,827,60
Example_7_8_4.tst,A,3227,60
Example_7_8_7.tst,A,2372,60
Example_7_9_6.tst,A,20000,60
Example_B_5_10.tst,A,12614,60
Example_B_6_12.tst,A,20000,60
Example_B_6_2.tst,A,4068,60
Example_B_6_4.tst,A,20000,60
Example_B_7_5.tst,A,360,60
Proc_3_7_1.tst,A,5636,60
Proc_3_7_2.tst,A,20000,60
Proc_3_7_3.tst,A,783,60
Proc_4_6.tst,A,6,60
